strComposition,energy_pa,volume_pa,magmom_pa,bandgap,delta_e,stability,composition,H,He,Li,Be,B,C,N,O,F,Ne,Na,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Kr,Rb,Sr,Y,Zr,Nb,Mo,Tc,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Xe,Cs,Ba,La,Ce,Pr,Nd,Pm,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Po,At,Rn,Fr,Ra,Ac,Th,Pa,U,Np,Pu,Am,Cm,Bk,Cf,Es,Fm,Md,No,Lr,ElementFraction Exceptions,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,ElementProperty Exceptions
Ag1Au1Cl6Cs2,-2.975894608,30.4157,,0.732,-1.34234895624,-0.0187824075,Ag1 Au1 Cl6 Cs2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,17.0,79.0,62.0,33.8,20.16,17.0,5.0,94.0,89.0,70.5,28.2,94.0,35.453,196.966569,161.513569,78.33636728,51.460040736,35.453,171.6,1337.33,1165.73,420.504,346.2504,171.6,1.0,17.0,16.0,12.6,5.279999999999999,17.0,3.0,6.0,3.0,4.1,1.3199999999999998,3.0,102.0,244.0,142.0,138.1,43.739999999999995,102.0,0.79,3.16,2.37,2.501,0.7986000000000002,3.16,1.0,2.0,1.0,1.6,0.48,2.0,0.0,5.0,5.0,3.0,2.4,5.0,0.0,10.0,10.0,2.0,3.2,0.0,0.0,14.0,14.0,1.4,2.52,0.0,1.0,25.0,24.0,8.0,4.0,7.0,0.0,1.0,1.0,0.4,0.4800000000000001,0.0,0.0,1.0,1.0,0.6,0.4800000000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,16.33,115.765,99.435,41.1545,29.8442,24.4975,0.0,2.493,2.493,1.4957999999999998,1.19664,2.493,0.0,0.0,0.0,0.0,0.0,0.0,64.0,229.0,165.0,129.2,78.24,64.0,
Ag1Au1F4,-3.34155311833,13.8811,,0.632,-1.42128967039,-0.159630210706,Ag1 Au1 F4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9.0,79.0,70.0,27.0,24.0,9.0,65.0,93.0,28.0,83.83333333333333,12.222222222222223,93.0,18.9984032,196.966569,177.9681658,63.47139696666667,59.29732502222222,18.9984032,53.5,1337.33,1283.83,464.3766666666667,547.8355555555555,53.5,11.0,17.0,6.0,15.0,2.6666666666666665,17.0,2.0,6.0,4.0,3.1666666666666665,1.5555555555555554,2.0,57.0,145.0,88.0,84.83333333333333,37.11111111111111,57.0,1.93,3.98,2.05,3.3983333333333334,0.7755555555555556,3.98,1.0,2.0,1.0,1.6666666666666667,0.4444444444444444,2.0,0.0,5.0,5.0,3.3333333333333335,2.222222222222222,5.0,0.0,10.0,10.0,3.3333333333333335,4.444444444444444,0.0,0.0,14.0,14.0,2.3333333333333335,3.8888888888888897,0.0,7.0,25.0,18.0,10.666666666666666,4.888888888888888,7.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444445,0.0,0.0,1.0,1.0,0.6666666666666666,0.4444444444444445,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,9.7075,16.7,6.9925,11.976666666666668,3.0255555555555556,9.7075,0.0,1.97,1.97,1.3133333333333332,0.8755555555555556,1.97,0.0,0.0,0.0,0.0,0.0,0.0,15.0,225.0,210.0,85.0,93.33333333333331,15.0,
Ag1Au3I8Rb2,-2.44449390571,37.241,,0.84,-0.647723960858,-0.0143156310179,Ag1 Au3 I8 Rb2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0714285714285714,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,37.0,79.0,42.0,55.857142857142854,9.918367346938776,53.0,4.0,96.0,92.0,74.21428571428571,24.897959183673468,96.0,85.4678,196.966569,111.498769,134.63851907142856,26.712021397959177,126.90447,312.46,1337.33,1024.87,640.4742857142858,383.57469387755106,386.85,1.0,17.0,16.0,13.0,4.571428571428571,17.0,5.0,6.0,1.0,5.214285714285714,0.3367346938775511,5.0,136.0,220.0,84.0,150.35714285714286,19.89795918367347,139.0,0.82,2.66,1.8400000000000003,2.3192857142857144,0.4839795918367348,2.66,1.0,2.0,1.0,1.5714285714285714,0.489795918367347,2.0,0.0,5.0,5.0,2.857142857142857,2.4489795918367347,5.0,0.0,10.0,10.0,8.571428571428571,2.448979591836735,10.0,0.0,14.0,14.0,3.0,4.714285714285714,0.0,1.0,25.0,24.0,16.0,5.0,17.0,0.0,1.0,1.0,0.4285714285714285,0.4897959183673468,0.0,0.0,1.0,1.0,0.5714285714285714,0.489795918367347,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,16.33,90.7225,74.3925,42.285357142857144,14.673061224489796,43.015,0.0,1.062,1.062,0.6068571428571429,0.5201632653061224,1.062,0.0,0.0,0.0,0.0,0.0,0.0,64.0,229.0,165.0,133.57142857142858,79.51020408163265,64.0,
Ag1Bi1Cl2S1,-3.54366109,24.7502,,1.143,-0.842995303781,-0.0252229483619,Ag1 Bi1 Cl2 S1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16.0,83.0,67.0,36.0,23.2,17.0,65.0,94.0,29.0,85.4,8.159999999999997,94.0,32.065,208.9804,176.9154,83.96392,59.568304,35.453,171.6,1234.93,1063.3300000000002,502.178,309.9896,171.6,11.0,17.0,6.0,15.2,1.7600000000000002,17.0,3.0,6.0,3.0,4.0,1.2,3.0,102.0,148.0,46.0,120.4,20.880000000000003,102.0,1.93,3.16,1.2300000000000002,2.57,0.4760000000000001,3.16,1.0,2.0,1.0,1.8,0.3199999999999999,2.0,0.0,5.0,5.0,3.4,1.52,5.0,0.0,10.0,10.0,4.0,4.8,0.0,0.0,14.0,14.0,2.8,4.48,0.0,6.0,29.0,23.0,12.0,6.8,7.0,0.0,1.0,1.0,0.2,0.3199999999999999,0.0,0.0,3.0,3.0,1.4,0.8800000000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.6,0.72,1.0,16.33,32.95,16.620000000000005,24.812375,3.644850000000001,24.4975,0.0,2.493,2.493,1.4376,1.15008,2.493,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,87.0,55.2,64.0,
Ag1Bi2Cl1S3,-4.00366483071,23.8345,,0.989,-0.613162687095,0.00675772299076,Ag1 Bi2 Cl1 S3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4285714285714285,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16.0,83.0,67.0,39.714285714285715,26.816326530612248,16.0,65.0,94.0,29.0,85.0,5.714285714285714,88.0,32.065,208.9804,176.9154,93.92528571428568,69.7294693877551,32.065,171.6,1234.93,1063.3300000000002,522.9157142857142,215.709387755102,388.36,11.0,17.0,6.0,15.142857142857142,1.2653061224489797,16.0,3.0,6.0,3.0,4.142857142857143,1.3061224489795915,3.0,102.0,148.0,46.0,122.57142857142856,20.93877551020408,105.0,1.93,3.16,1.2300000000000002,2.4099999999999997,0.3600000000000001,2.58,1.0,2.0,1.0,1.8571428571428572,0.2448979591836734,2.0,0.0,5.0,5.0,3.2857142857142856,1.1020408163265307,4.0,0.0,10.0,10.0,4.285714285714286,4.8979591836734695,0.0,0.0,14.0,14.0,4.0,5.714285714285714,0.0,6.0,29.0,23.0,13.428571428571429,8.89795918367347,6.0,0.0,1.0,1.0,0.1428571428571428,0.2448979591836734,0.0,0.0,3.0,3.0,1.8571428571428572,0.7755102040816327,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,0.5714285714285714,2.0,16.33,32.95,16.620000000000005,26.29830357142857,3.800969387755103,25.786875,0.0,2.493,2.493,1.2998571428571428,1.1141632653061222,2.202,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,74.71428571428571,42.938775510204074,70.0,
Ag1Bi2Cl1Se3,-3.74872577786,26.4984,,0.775,-0.496278846573,-0.000399123007752,Ag1 Bi2 Cl1 Se3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,17.0,83.0,66.0,47.42857142857143,20.3265306122449,34.0,65.0,94.0,29.0,85.42857142857143,5.83673469387755,89.0,35.453,208.9804,173.5274,114.02314285714284,54.261289795918366,78.96,171.6,1234.93,1063.3300000000002,568.1899999999999,190.4971428571428,494.0,11.0,17.0,6.0,15.142857142857142,1.2653061224489797,16.0,3.0,6.0,3.0,4.571428571428571,0.9387755102040816,4.0,102.0,148.0,46.0,129.0,15.428571428571429,120.0,1.93,3.16,1.2300000000000002,2.397142857142857,0.3489795918367347,2.55,1.0,2.0,1.0,1.8571428571428572,0.2448979591836734,2.0,0.0,5.0,5.0,3.2857142857142856,1.1020408163265307,4.0,0.0,10.0,10.0,8.571428571428571,2.448979591836735,10.0,0.0,14.0,14.0,4.0,5.714285714285714,0.0,7.0,29.0,22.0,17.714285714285715,6.448979591836735,16.0,0.0,1.0,1.0,0.1428571428571428,0.2448979591836734,0.0,0.0,3.0,3.0,1.8571428571428572,0.7755102040816327,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,0.5714285714285714,2.0,16.33,32.95,16.620000000000005,26.355357142857144,3.768367346938777,25.92,0.0,2.493,2.493,0.6985714285714286,0.5987755102040816,0.799,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,50.714285714285715,53.59183673469387,14.0,
Ag1Bi2F12,-3.81458839267,12.6393,,0.836,-2.00134474946,-0.00133759387041,Ag1 Bi2 F12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9.0,83.0,74.0,21.4,19.84,9.0,65.0,93.0,28.0,90.2,4.479999999999999,93.0,18.9984032,208.9804,189.9819968,50.25398922666667,50.00893764266667,18.9984032,53.5,1234.93,1181.43,197.71533333333335,230.74453333333335,53.5,11.0,17.0,6.0,16.333333333333332,1.066666666666667,17.0,2.0,6.0,4.0,2.7333333333333334,1.1733333333333331,2.0,57.0,148.0,91.0,75.0,28.8,57.0,1.93,3.98,2.05,3.582,0.6368000000000001,3.98,1.0,2.0,1.0,1.9333333333333331,0.1244444444444444,2.0,0.0,5.0,5.0,4.4,0.9599999999999996,5.0,0.0,10.0,10.0,2.0,3.2,0.0,0.0,14.0,14.0,1.8666666666666667,3.2355555555555555,0.0,7.0,29.0,22.0,10.2,5.12,7.0,0.0,1.0,1.0,0.0666666666666666,0.1244444444444444,0.0,0.0,3.0,3.0,1.2,0.4799999999999999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.2666666666666666,0.4622222222222222,1.0,9.7075,32.95,23.242500000000003,13.248,5.6648000000000005,9.7075,0.0,1.97,1.97,1.576,0.6304,1.97,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,28.6,26.18666666666667,15.0,
Ag1Bi3Br2S4,-3.882333386,27.8084,,0.543,-0.589490690939,0.0427035783326,Ag1 Bi3 Br2 S4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16.0,83.0,67.0,43.0,24.8,16.0,65.0,95.0,30.0,86.5,4.6,88.0,32.065,208.9804,176.9154,102.28774,65.13168800000001,32.065,265.8,1234.93,969.13,495.317,177.3724,388.36,11.0,17.0,6.0,15.4,1.12,16.0,3.0,6.0,3.0,4.3,1.16,3.0,105.0,148.0,43.0,124.9,17.880000000000003,105.0,1.93,2.96,1.03,2.423,0.3404,2.58,1.0,2.0,1.0,1.9,0.18,2.0,0.0,5.0,5.0,3.5,1.0,4.0,0.0,10.0,10.0,6.0,4.8,0.0,0.0,14.0,14.0,4.2,5.88,0.0,6.0,29.0,23.0,15.6,8.6,6.0,0.0,1.0,1.0,0.1,0.18,0.0,0.0,3.0,3.0,1.9,0.74,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,0.6,2.0,16.33,32.95,16.620000000000005,27.72875,3.833250000000002,25.786875,0.0,2.202,2.202,1.1722,0.93776,2.202,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,66.9,34.1,70.0,
Ag1Br1,-2.597901535,30.5099,,1.251,-0.542450583695,,Ag1 Br1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,35.0,47.0,12.0,41.0,6.0,35.0,65.0,95.0,30.0,80.0,15.0,65.0,79.904,107.8682,27.964200000000005,93.8861,13.982100000000004,79.904,265.8,1234.93,969.13,750.365,484.56500000000005,265.8,11.0,17.0,6.0,14.0,3.0,11.0,4.0,5.0,1.0,4.5,0.5,4.0,120.0,145.0,25.0,132.5,12.5,120.0,1.93,2.96,1.03,2.445,0.515,1.93,1.0,2.0,1.0,1.5,0.5,1.0,0.0,5.0,5.0,2.5,2.5,0.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,17.0,6.0,14.0,3.0,11.0,0.0,1.0,1.0,0.5,0.5,0.0,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,16.33,29.48,13.150000000000002,22.905,6.575000000000001,16.33,0.0,1.457,1.457,0.7285,0.7285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,225.0,161.0,144.5,80.5,64.0,
Ag1Br1Hg1S1,-2.51517353438,28.3862,,1.377,-0.437900079595,-0.0284764792452,Ag1 Br1 Hg1 S1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16.0,80.0,64.0,44.5,19.0,16.0,65.0,95.0,30.0,79.75,11.75,65.0,32.065,200.59,168.525,105.1068,49.1223,32.065,234.32,1234.93,1000.61,530.8525,352.03875000000005,234.32,11.0,17.0,6.0,14.0,2.5,11.0,3.0,6.0,3.0,4.5,1.0,3.0,105.0,145.0,40.0,125.5,13.0,105.0,1.93,2.96,1.03,2.3674999999999997,0.4025,1.93,1.0,2.0,1.0,1.75,0.375,1.0,0.0,5.0,5.0,2.25,2.25,0.0,0.0,10.0,10.0,7.5,3.75,0.0,0.0,14.0,14.0,3.5,5.25,0.0,6.0,26.0,20.0,15.0,6.5,6.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,2.0,2.0,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.5,0.0,16.33,29.48,13.150000000000002,24.208615301725,3.9393076508625,16.33,0.0,2.202,2.202,0.91475,0.91475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,225.0,161.0,131.25,64.25,64.0,
